Wavelength (nm),30 s reaction,30 s reaction_overnight,300 s reaction,300 s reaction_overnight,600 s reaction,600 s reaction_overnight
488.9902039,0.021065945,0.035213046,0.31092301,0.316363335,0.301362723,0.30504477
487.999115,0.020988971,0.035392635,0.310632616,0.316200495,0.303166628,0.305607975
487.007782,0.021082493,0.035550494,0.311017096,0.316452563,0.305605471,0.306616515
486.0161743,0.021619122,0.035660975,0.311940789,0.317180932,0.306011766,0.308326274
484.9863586,0.021806756,0.035880305,0.312486619,0.317666709,0.305882216,0.309757233
483.9944153,0.021434071,0.035914354,0.312386841,0.317909628,0.310224354,0.310724229
483.0022583,0.021453217,0.036103148,0.313479424,0.318648607,0.312811822,0.312166512
482.0099182,0.021877259,0.036436025,0.314568013,0.319757044,0.314035237,0.314092815
481.017395,0.022264438,0.036549207,0.316055268,0.320711494,0.316016167,0.315923214
479.9864502,0.022294493,0.036544587,0.316987783,0.322004348,0.317238301,0.318306327
478.9935303,0.022309018,0.036730476,0.318347096,0.323247761,0.319112897,0.320242345
478.0004272,0.022534845,0.036846157,0.319968939,0.324784875,0.321729422,0.322572917
477.007019,0.022703266,0.036974642,0.321598023,0.326402754,0.324032724,0.32465741
476.0135193,0.022971027,0.037244808,0.323823482,0.328282982,0.327110499,0.327406526
474.9816589,0.023223359,0.037607435,0.325927436,0.330494136,0.329871148,0.330499083
473.9876709,0.023275848,0.037777144,0.328120202,0.332524568,0.332515925,0.333099842
472.9935913,0.023488354,0.037880845,0.330078185,0.334613264,0.335189611,0.335727066
471.9993286,0.023706404,0.03820559,0.332430124,0.33671993,0.338025242,0.338487983
471.0048218,0.023889855,0.038319603,0.33501327,0.339208752,0.341315657,0.341563165
470.0101624,0.024183363,0.038517341,0.338024795,0.342169136,0.344896942,0.345299959
469.0152893,0.02417611,0.038840353,0.340633988,0.344960332,0.347908378,0.348564893
467.9819031,0.024666874,0.039181139,0.343828112,0.347834826,0.351458669,0.351812542
466.9866638,0.024778867,0.039325904,0.34634617,0.350312293,0.354913503,0.354811698
465.9912415,0.025155094,0.039725188,0.349555939,0.353491038,0.358607262,0.35866499
464.9955444,0.025231903,0.039941955,0.352903187,0.356717348,0.362510204,0.362227023
463.9997253,0.025571071,0.040130068,0.356340259,0.359953374,0.366608411,0.366198897
463.0037537,0.025642324,0.040239163,0.359562039,0.363242298,0.370208383,0.370040029
462.0075378,0.025888577,0.040601742,0.362993419,0.366430253,0.373996526,0.374062121
461.0111389,0.026258918,0.040857509,0.367241383,0.370350927,0.378602445,0.378876716
460.0145264,0.026341287,0.041121252,0.370765686,0.373929679,0.384641856,0.383324325
459.0177917,0.026790807,0.041623604,0.375285387,0.37839216,0.390668154,0.388685674
457.9824219,0.027118741,0.041907113,0.379303128,0.382639468,0.39530921,0.393882752
456.9852905,0.027488368,0.042256624,0.3835738,0.386607558,0.399865329,0.398831189
455.9880066,0.027851051,0.042621806,0.38804698,0.391048282,0.405017108,0.403878152
454.9904175,0.028110765,0.042968862,0.392484516,0.395264894,0.410083562,0.408885539
453.9927063,0.028624605,0.043323461,0.397017002,0.399508148,0.414455414,0.413785011
452.9948425,0.028921913,0.043715648,0.400529146,0.403187245,0.418658584,0.417770952
451.9967957,0.029100329,0.043942694,0.403954834,0.406475812,0.422753662,0.421429694
450.9985046,0.029688483,0.044402935,0.407917082,0.41022715,0.42656368,0.425503403
450.000061,0.030111879,0.044894774,0.41163066,0.413990974,0.43030867,0.429519445
449.0014648,0.030530995,0.045356944,0.415212244,0.417506486,0.434439778,0.433673799
448.002655,0.030793678,0.045658313,0.418637574,0.420764685,0.438421816,0.437351972
447.0036316,0.031192426,0.046059839,0.421744347,0.424146354,0.442633301,0.441104978
446.0044556,0.031523924,0.046451945,0.425420344,0.42794174,0.447311699,0.445745617
445.0050964,0.032146033,0.046965063,0.42952469,0.431847453,0.451515764,0.450162321
444.0055847,0.032428354,0.047392283,0.43344307,0.435839027,0.455806315,0.454680085
443.0058289,0.032882158,0.047875296,0.437830806,0.439902902,0.460114926,0.459358245
442.0059814,0.033320196,0.048273038,0.441973656,0.444208682,0.464418769,0.463907242
441.0058899,0.033663642,0.04881331,0.446126074,0.448452741,0.469713062,0.468603611
440.0055847,0.034282524,0.049323369,0.450585157,0.452652067,0.474406928,0.473112315
439.0051575,0.034606129,0.049699828,0.454998732,0.457160503,0.478887618,0.477631122
438.0045776,0.03515514,0.050210696,0.459827542,0.461826593,0.483404547,0.482135445
437.0038147,0.035723422,0.050830785,0.464520246,0.466692507,0.488072574,0.487388551
436.0027771,0.036190163,0.051187061,0.469508797,0.471668124,0.492864788,0.492076844
435.0016785,0.036731292,0.051860143,0.47449252,0.476556331,0.497443557,0.49699834
434.0003662,0.037316509,0.052401625,0.480161905,0.481749088,0.502465904,0.501694441
432.9988708,0.037662677,0.052920304,0.485110521,0.48677665,0.507460296,0.506224394
431.9971619,0.038305894,0.053529665,0.490711808,0.492396474,0.512338758,0.511387408
430.9953308,0.038944196,0.054151524,0.49658379,0.498183399,0.516891539,0.51652205
429.9932861,0.039553501,0.054632783,0.5015679,0.503231525,0.521426618,0.521003187
428.9910583,0.040039763,0.055236794,0.506688654,0.508525491,0.525640726,0.525383413
427.988678,0.040810928,0.055937447,0.512218177,0.513478279,0.529684722,0.529475629
426.9861755,0.041249469,0.05662873,0.517484367,0.519051135,0.534111202,0.534075499
425.9834595,0.041848734,0.057162259,0.52293998,0.524582088,0.53842479,0.538358986
425.019104,0.042460557,0.057843905,0.528008223,0.52905345,0.542481303,0.542251527
424.0160217,0.042940028,0.058498424,0.532652676,0.533937931,0.547140479,0.546315432
423.0127563,0.043571621,0.059067708,0.537797153,0.538838029,0.550837636,0.550242305
422.0093689,0.04435147,0.059758976,0.543298841,0.544497192,0.554678857,0.554761052
421.0057373,0.044699911,0.060495593,0.548109651,0.549712539,0.559708238,0.559179783
420.0019836,0.045512315,0.061257631,0.553063989,0.554686606,0.564196229,0.563567698
418.9980774,0.046099216,0.061844546,0.558405221,0.559894204,0.568424285,0.567797542
417.993988,0.046907842,0.062647738,0.563633919,0.564890683,0.572655976,0.57212925
416.9897156,0.047435995,0.063281812,0.569021285,0.570240438,0.577172399,0.576463401
415.98526,0.048414033,0.064193264,0.575254202,0.576424956,0.582337976,0.581873655
414.9807129,0.049192224,0.065048926,0.580605328,0.582098901,0.58677125,0.586425304
414.0145874,0.049894884,0.065829724,0.586234808,0.587270975,0.591520011,0.590846598
413.009613,0.0508238,0.066566728,0.591045618,0.592478752,0.595861316,0.595390618
412.0045471,0.051669914,0.067454807,0.597292602,0.598548353,0.600580931,0.600401044
410.9992371,0.052540783,0.068525106,0.603773594,0.604814827,0.605571747,0.606119633
409.9938049,0.053296763,0.069429204,0.609114766,0.610514224,0.611371338,0.61075449
408.9881287,0.054015543,0.070258275,0.615038335,0.616164327,0.616092503,0.615797341
407.9824524,0.054938607,0.071249738,0.620902717,0.622237921,0.620826066,0.621041358
407.0151978,0.055995159,0.0722,0.627486229,0.628780603,0.62645179,0.6264624
406.0090637,0.057040799,0.073473759,0.635000646,0.635716736,0.632540703,0.63261348
405.0028076,0.058239222,0.075025044,0.641694725,0.643258572,0.638687909,0.638768137
403.9963989,0.058835316,0.075790286,0.647539079,0.649010181,0.644536376,0.644103169
402.9897461,0.059883516,0.076906227,0.654337406,0.655489624,0.649903417,0.649472535
401.9830017,0.060996093,0.078124657,0.662170172,0.663114488,0.655954063,0.655957639
401.0148315,0.062404729,0.079813756,0.669692457,0.671245396,0.663030505,0.662721336
400.0077515,0.063562833,0.081101097,0.676990926,0.67873317,0.668864548,0.669147611
399.0005188,0.064676985,0.082425438,0.683867574,0.686033011,0.674659371,0.675159335
397.993103,0.06595505,0.083901517,0.69090122,0.693008542,0.680892229,0.681536377
396.9855652,0.067200392,0.085330866,0.698900223,0.701348126,0.687547803,0.688284218
396.016571,0.068787739,0.087283775,0.707803726,0.710350692,0.694438815,0.695929706
395.0086975,0.070244372,0.088944681,0.715600491,0.718799114,0.701252163,0.702741742
394.0006714,0.071265139,0.09041746,0.722370505,0.726125062,0.709151626,0.708960891
392.9924316,0.072967164,0.092227429,0.731066406,0.735251069,0.715047181,0.716278195
391.9840698,0.07436236,0.094215855,0.739800513,0.743833304,0.721975148,0.723513305
391.0143433,0.075705044,0.095799334,0.747868836,0.75229162,0.731076241,0.730386496
390.0057068,0.077598743,0.098093994,0.757157087,0.762402713,0.737687647,0.738969684
388.9968262,0.079336695,0.100118779,0.765998662,0.771768987,0.744827926,0.746540487
387.987854,0.080860324,0.102305464,0.774478614,0.780931234,0.751494765,0.753699422
387.0175171,0.082528725,0.104403265,0.783004522,0.790122271,0.760190249,0.761730015
386.0082092,0.084419779,0.107215799,0.79348284,0.801220954,0.768746436,0.770562708
384.9987488,0.08636196,0.10992039,0.802720785,0.812820256,0.776293278,0.779294133
383.9891357,0.088104427,0.112778939,0.81153959,0.822061658,0.784198105,0.787543118
383.018219,0.089715548,0.115144052,0.820089877,0.831653833,0.792253315,0.795308054
382.0083008,0.091800526,0.118404508,0.830620289,0.843353033,0.800455093,0.805462539
380.9981995,0.094168425,0.121845566,0.842025638,0.855701268,0.809222817,0.815284967
379.9879761,0.096149012,0.125410214,0.852021694,0.868362725,0.818504512,0.826176882
379.016449,0.098618567,0.129279241,0.864126265,0.88097471,0.827368558,0.836220145
378.0059204,0.100437082,0.133193865,0.872843802,0.892977715,0.835260034,0.84680891
376.9952087,0.102206737,0.136722088,0.882982791,0.903799713,0.846038699,0.855687976
375.9844055,0.105028674,0.141699597,0.89598161,0.91925776,0.857343972,0.867918193
375.0122986,0.107510433,0.146548584,0.908594072,0.934212863,0.867802203,0.881072879
374.0011292,0.109720856,0.151387677,0.91973716,0.947956026,0.877349258,0.892878711
372.9898682,0.112126522,0.156111345,0.932101786,0.961696088,0.886485457,0.90462172
372.0173035,0.115014046,0.16140151,0.945597589,0.977216303,0.898576617,0.917337358
371.0057068,0.11748597,0.166508645,0.958578646,0.991791964,0.910224378,0.930428982
369.9939575,0.120492242,0.171953559,0.972057402,1.007736325,0.920817733,0.943778038
368.9820557,0.12329746,0.176910609,0.985597193,1.022996068,0.932202876,0.956436515
368.0089417,0.125914112,0.181484625,0.997647286,1.036709905,0.942119002,0.968737662
366.9967346,0.128931984,0.186798066,1.011230469,1.051897645,0.955033004,0.981731892
365.9844055,0.131972134,0.192167446,1.026757717,1.068693161,0.967569292,0.995962739
365.0108948,0.135536909,0.197543055,1.0432868,1.084851742,0.98100239,1.009881616
363.9982605,0.138491511,0.202556714,1.057041526,1.100510836,0.993202031,1.023160219
362.9854736,0.142058477,0.207845151,1.073995471,1.116944551,1.004419208,1.036809921
362.0115051,0.14511393,0.212597266,1.088073969,1.131744385,1.017270803,1.048964262
360.9984131,0.147998676,0.218017682,1.102648735,1.148755908,1.031808138,1.063261271
359.9852295,0.152298808,0.223790199,1.122349381,1.168350458,1.047634959,1.079603553
359.0108337,0.156748191,0.229823008,1.141555786,1.188099742,1.06069231,1.09556365
357.997345,0.160526529,0.23562108,1.156316757,1.204673409,1.073496938,1.110061646
356.9836731,0.163911149,0.240703017,1.172015071,1.222175717,1.090140343,1.124625325
356.0088806,0.168317065,0.246631458,1.191663384,1.242051959,1.10473609,1.141640425
354.9949646,0.172737867,0.252702773,1.212305069,1.263082147,1.120570183,1.158643842
353.9808655,0.176207319,0.258285373,1.229709506,1.281422615,1.134497166,1.174683809
353.0056763,0.179618344,0.262835473,1.244595051,1.298372746,1.147509694,1.188472033
351.991333,0.183490574,0.268551648,1.264597178,1.31903255,1.164736152,1.207817435
351.0158386,0.187574744,0.273519784,1.284189582,1.338474512,1.180786848,1.223714232
350.0011902,0.190815583,0.278600067,1.301492214,1.356038928,1.195792794,1.240494967
,,,,,,
30 s reaction_overnight,,,,,,
30 s reaction_overnight,,,,,,
Collection Time: 23/10/2025 09:43:32,,,,,,
Operator Name  :,,,,,,
Scan Version 5.3.0.1083,,,,,,
Parameter List :,,,,,,
Instrument  Cary 60,,,,,,
Instrument Version  2.00,,,,,,
Start (nm)  800.0,,,,,,
Stop (nm)  350.0,,,,,,
X Mode  Nanometers,,,,,,
Y Mode  Abs,,,,,,
UV-Vis Scan Rate (nm/min)  600.000,,,,,,
UV-Vis Data Interval (nm)  1.00,,,,,,
UV-Vis Ave. Time (sec)  0.1000,,,,,,
Beam Mode  Dual Beam,,,,,,
Baseline Correction  On,,,,,,
Baseline Type  Baseline correction,,,,,,
Baseline File Name  C:\Users\Agilent UV2\Desktop\20251020 UV-Vis Raw Data A.Li A. Concannon Trial Run\toluene.CSW,,,,,,
Baseline Std Ref File Name,,,,,,
Cycle Mode  Off,,,,,,
Method Log     :,,,,,,
Method Name    :,,,,,,
Date/Time stamp: 23/10/2025 09:42:35,,,,,,
Method Modifications:,,,,,,
UVVIS SAT Changed: 23/10/2025 09:42:50,, Old:0.0125,,,,
Common SAT Changed: 23/10/2025 09:42:50,, Old:0.0125,,,,
Baseline Correction Changed: 23/10/2025 09:43:02,, Old:0,,,,
Baseline file Changed: 23/10/2025 09:43:02,, Old:,,,,
X Stop nm Changed: 23/10/2025 09:43:03,, Old:  200.0,,,,
Common Interval nm Changed: 23/10/2025 09:43:03,, Old:     5.00,,,,
End Method Modifications,,,,,,
<Current Wavelength> ,,355,,,,
,,,,,,
300 s reaction_overnight,,,,,,
300 s reaction_overnight,,,,,,
Collection Time: 23/10/2025 09:44:40,,,,,,
Operator Name  :,,,,,,
Scan Version 5.3.0.1083,,,,,,
Parameter List :,,,,,,
Instrument  Cary 60,,,,,,
Instrument Version  2.00,,,,,,
Start (nm)  800.0,,,,,,
Stop (nm)  350.0,,,,,,
X Mode  Nanometers,,,,,,
Y Mode  Abs,,,,,,
UV-Vis Scan Rate (nm/min)  600.000,,,,,,
UV-Vis Data Interval (nm)  1.00,,,,,,
UV-Vis Ave. Time (sec)  0.1000,,,,,,
Beam Mode  Dual Beam,,,,,,
Baseline Correction  On,,,,,,
Baseline Type  Baseline correction,,,,,,
Baseline File Name  C:\Users\Agilent UV2\Desktop\20251020 UV-Vis Raw Data A.Li A. Concannon Trial Run\toluene.CSW,,,,,,
Baseline Std Ref File Name,,,,,,
Cycle Mode  Off,,,,,,
Method Log     :,,,,,,
Method Name    :,,,,,,
Date/Time stamp: 23/10/2025 09:42:35,,,,,,
Method Modifications:,,,,,,
UVVIS SAT Changed: 23/10/2025 09:42:50,, Old:0.0125,,,,
Common SAT Changed: 23/10/2025 09:42:50,, Old:0.0125,,,,
Baseline Correction Changed: 23/10/2025 09:43:02,, Old:0,,,,
Baseline file Changed: 23/10/2025 09:43:02,, Old:,,,,
X Stop nm Changed: 23/10/2025 09:43:03,, Old:  200.0,,,,
Common Interval nm Changed: 23/10/2025 09:43:03,, Old:     5.00,,,,
End Method Modifications,,,,,,
<Current Wavelength> ,,356,,,,
,,,,,,
600 s reaction_overnight,,,,,,
600 s reaction_overnight,,,,,,
Collection Time: 23/10/2025 09:48:17,,,,,,
Operator Name  :,,,,,,
Scan Version 5.3.0.1083,,,,,,
Parameter List :,,,,,,
Instrument  Cary 60,,,,,,
Instrument Version  2.00,,,,,,
Start (nm)  800.0,,,,,,
Stop (nm)  350.0,,,,,,
X Mode  Nanometers,,,,,,
Y Mode  Abs,,,,,,
UV-Vis Scan Rate (nm/min)  600.000,,,,,,
UV-Vis Data Interval (nm)  1.00,,,,,,
UV-Vis Ave. Time (sec)  0.1000,,,,,,
Beam Mode  Dual Beam,,,,,,
Baseline Correction  On,,,,,,
Baseline Type  Baseline correction,,,,,,
Baseline File Name  C:\Users\Agilent UV2\Desktop\20251020 UV-Vis Raw Data A.Li A. Concannon Trial Run\toluene.CSW,,,,,,
Baseline Std Ref File Name,,,,,,
Cycle Mode  Off,,,,,,
Method Log     :,,,,,,
Method Name    :,,,,,,
Date/Time stamp: 23/10/2025 09:42:35,,,,,,
Method Modifications:,,,,,,
UVVIS SAT Changed: 23/10/2025 09:42:50,, Old:0.0125,,,,
Common SAT Changed: 23/10/2025 09:42:50,, Old:0.0125,,,,
Baseline Correction Changed: 23/10/2025 09:43:02,, Old:0,,,,
Baseline file Changed: 23/10/2025 09:43:02,, Old:,,,,
X Stop nm Changed: 23/10/2025 09:43:03,, Old:  200.0,,,,
Common Interval nm Changed: 23/10/2025 09:43:03,, Old:     5.00,,,,
End Method Modifications,,,,,,
<Current Wavelength> ,,352,,,,
