Wavelength (nm),30 s,60 s,90 s,120 s,150 s,180 s,210 s,240 s,270 s,300 s,330 s,360 s,390 s,420 s,570 s,600 s
535.0111084,0.001954381,0.02044251,0.018976329,0.039511368,0.037954178,0.063623786,0.082544185,0.065915309,0.082197249,0.060533501,0.140660688,0.095695004,0.136270091,0.125642121,0.41548714,0.209317252
533.9919434,0.001954329,0.021102764,0.020591961,0.042536661,0.040887885,0.068003871,0.087889187,0.070041597,0.087002769,0.063459046,0.147853121,0.099950999,0.142521933,0.130694822,0.427191049,0.214289591
533.0102539,0.002129623,0.022066884,0.022295475,0.045647703,0.043771561,0.072015837,0.092968494,0.073922113,0.091560461,0.066024117,0.151583299,0.103924364,0.147599816,0.134744167,0.436053604,0.218199
531.9906006,0.002306679,0.023290023,0.024453847,0.049673066,0.047153529,0.076594427,0.09904635,0.078605786,0.096863508,0.068964675,0.154765755,0.108599976,0.153725937,0.139548272,0.446409494,0.222449273
531.0085449,0.002543977,0.024571536,0.026686249,0.053359956,0.050493035,0.080935232,0.104373008,0.082731619,0.101396851,0.071688443,0.158489302,0.112422593,0.158640266,0.143232569,0.454490572,0.225921467
529.9885254,0.002647933,0.025774347,0.02879142,0.057039857,0.05376694,0.084919371,0.109253511,0.086840704,0.105860435,0.074044243,0.160979644,0.116024502,0.163246796,0.146551773,0.461578697,0.228570834
529.0059814,0.002768483,0.026914807,0.030897563,0.060565405,0.056860063,0.089066654,0.114252314,0.090014048,0.109497927,0.075823851,0.165355191,0.118902579,0.166782156,0.149717346,0.466652662,0.230649799
527.9853516,0.002951846,0.028519854,0.033396255,0.064456433,0.060010649,0.093148895,0.119166113,0.093581304,0.113364548,0.077881441,0.168871328,0.121991821,0.170323193,0.152411163,0.471601367,0.232537568
527.0024414,0.003173408,0.030261336,0.036139861,0.068659827,0.063492328,0.097609229,0.124341771,0.097388938,0.117520444,0.08015652,0.170528978,0.125005111,0.174061671,0.155155391,0.476435065,0.234281585
525.9814453,0.003434192,0.032145612,0.038963169,0.073000021,0.067001633,0.101817392,0.12914665,0.100850396,0.121172003,0.082215704,0.174713641,0.127471268,0.177353472,0.157828078,0.480044991,0.235683262
524.9980469,0.003651562,0.034010384,0.041547488,0.076591402,0.069848284,0.105130099,0.133076638,0.103683986,0.123862803,0.083523966,0.176140443,0.129556373,0.179631859,0.159356713,0.482281983,0.236313105
524.0144043,0.003872123,0.036032408,0.044479296,0.080790631,0.073213831,0.108867943,0.137508124,0.106789269,0.12716417,0.085291229,0.177223072,0.13166216,0.182165057,0.161126748,0.484768391,0.237154082
522.9927368,0.004068364,0.038293507,0.047469404,0.084745057,0.076301485,0.112567388,0.141471654,0.109355919,0.129758284,0.086681142,0.17908825,0.133419558,0.18424122,0.162685499,0.486511976,0.237522498
522.008728,0.004390034,0.040612858,0.05030695,0.088660464,0.079096459,0.115733162,0.144925997,0.11176157,0.132197008,0.087914445,0.181240469,0.134897411,0.186161012,0.163911119,0.487449199,0.237776354
520.9864502,0.004672692,0.042947803,0.053170763,0.092396095,0.081855528,0.118529953,0.147970364,0.113894753,0.134364411,0.08904238,0.181714356,0.136317745,0.187548265,0.164887965,0.488086522,0.237777695
520.0020142,0.004951659,0.045429938,0.056124073,0.096081182,0.084557667,0.1215491,0.151053414,0.11605598,0.136534348,0.090030961,0.182662979,0.13753359,0.189002901,0.165863618,0.488510191,0.237782449
519.017395,0.005125233,0.047819376,0.058813501,0.099440828,0.087008558,0.12422818,0.153885439,0.117915265,0.138111517,0.090846643,0.185066164,0.138365731,0.190008164,0.166653141,0.488321245,0.237403572
517.9945679,0.00541141,0.050257456,0.061335526,0.102340624,0.088980705,0.12631841,0.15607968,0.119153544,0.139328405,0.091252685,0.185720205,0.138943374,0.190562606,0.167001426,0.487608582,0.23694779
517.0094604,0.005653768,0.052828502,0.063797168,0.105279408,0.091016144,0.128622741,0.158214286,0.120556474,0.14064984,0.092044525,0.186541408,0.139569834,0.191200852,0.167279825,0.487018973,0.236473396
515.9862061,0.006218106,0.055651516,0.066688739,0.108380318,0.093149863,0.130519882,0.160333008,0.121928714,0.14204222,0.092715442,0.186536267,0.140254125,0.191825464,0.16780065,0.486330897,0.235926911
515.0006714,0.00655517,0.058517616,0.069310278,0.111214466,0.095027752,0.132428989,0.162275598,0.123216599,0.143189251,0.093288653,0.186897576,0.140697584,0.192471817,0.167836919,0.48526305,0.235185236
514.0148926,0.006862961,0.061346944,0.071720317,0.113912687,0.096583933,0.134334534,0.163868979,0.124174014,0.144082621,0.093598969,0.187720537,0.140996456,0.192544594,0.167931095,0.48373571,0.234374285
512.9909668,0.007300864,0.063921764,0.073873661,0.116098963,0.098119304,0.135567904,0.165293604,0.125007972,0.144797549,0.093830332,0.18830061,0.141299203,0.192796677,0.167953849,0.482432395,0.23362799
512.0047607,0.007707984,0.066240102,0.075871758,0.118052796,0.099308349,0.136870742,0.166623861,0.125746027,0.145367384,0.094129458,0.188593403,0.141508907,0.192794591,0.168048516,0.481114358,0.233038008
511.0184326,0.008286054,0.068615504,0.077709623,0.119940519,0.100485817,0.137996689,0.167752072,0.126364842,0.146040916,0.094354793,0.188180178,0.141610503,0.192946822,0.167955682,0.479957432,0.232267827
509.9937744,0.008837711,0.071266241,0.079525292,0.121745035,0.101624355,0.139238328,0.168813437,0.127236471,0.146503389,0.094606966,0.189541683,0.14172712,0.192868397,0.16779989,0.478495151,0.231547371
509.0069885,0.009588714,0.073952682,0.081552558,0.123634353,0.102801211,0.140360072,0.170022711,0.12783663,0.147047728,0.094947763,0.189512238,0.141795397,0.193082228,0.167857632,0.477187097,0.230967343
507.9819946,0.010027972,0.0760855,0.082917154,0.124950372,0.103708603,0.141222909,0.17079483,0.128191009,0.147582531,0.09498883,0.189029932,0.141832501,0.192659587,0.167414844,0.475836694,0.230158299
506.994751,0.010613969,0.07797467,0.084068418,0.126340628,0.104339957,0.141973436,0.171536386,0.128603593,0.147823215,0.095090322,0.189341202,0.141664922,0.192665324,0.16741012,0.474466085,0.229571775
506.0073242,0.011169867,0.079783618,0.085271917,0.127412081,0.105195031,0.142807469,0.172254935,0.1290344,0.148109451,0.095197827,0.188884109,0.141682342,0.192552462,0.167119354,0.473520815,0.229159892
504.9816589,0.011996442,0.081887566,0.086514808,0.128559426,0.106004737,0.143564388,0.17298457,0.129363686,0.148402005,0.095452838,0.189450577,0.141727686,0.192523912,0.166907862,0.472357422,0.228706852
503.9937744,0.012756131,0.083638251,0.087828562,0.129793614,0.106726617,0.144359291,0.173787668,0.129884332,0.148762733,0.095429651,0.190458998,0.141605049,0.192366347,0.166728199,0.471468628,0.228268862
503.0057373,0.013489299,0.085343592,0.088836551,0.130800039,0.107506819,0.14515613,0.174406663,0.130203739,0.148933992,0.095535181,0.189311132,0.141554207,0.192120671,0.166617885,0.470645666,0.227976203
502.0174255,0.014194928,0.086674631,0.089560203,0.131724551,0.107927613,0.145463854,0.174843982,0.13042213,0.148985937,0.09557315,0.189846978,0.14141956,0.191977352,0.166522235,0.47016722,0.227513865
500.9908752,0.014957565,0.088021934,0.090362348,0.132654622,0.108479299,0.146103531,0.175201312,0.130687788,0.149145678,0.095750764,0.188628048,0.141367585,0.192031115,0.166301116,0.469295561,0.227312014
500.0021362,0.015845107,0.089469925,0.09134116,0.133546561,0.10920547,0.146814495,0.175823212,0.131043553,0.149353921,0.09580937,0.189455181,0.141491488,0.19196628,0.166233093,0.468873501,0.227174938
499.0132446,0.016762581,0.090692811,0.092105612,0.134454817,0.109728389,0.147401199,0.176425695,0.131210104,0.149563864,0.095911436,0.188851208,0.141327471,0.191855088,0.166159466,0.468627542,0.227116719
497.9861755,0.017573893,0.091775544,0.092754163,0.135330096,0.110178329,0.147874042,0.17680189,0.131388307,0.14960222,0.095764317,0.189281151,0.141280353,0.191686139,0.165998235,0.468129516,0.226985291
496.9968262,0.018329963,0.092681736,0.093481131,0.136061624,0.110756002,0.14828445,0.177302107,0.131568357,0.14971599,0.095844425,0.188441575,0.14127095,0.191561148,0.165902883,0.468083739,0.22708647
496.0072937,0.019023953,0.093511537,0.094104767,0.136729181,0.111320183,0.148911491,0.177699402,0.131759048,0.149870634,0.095842421,0.189099506,0.141279027,0.191547304,0.165977418,0.468009442,0.227179095
495.0175781,0.019984031,0.094588749,0.094890617,0.137617707,0.111827537,0.149262801,0.178130195,0.132093459,0.150060967,0.096037522,0.188535616,0.141394898,0.191611558,0.166004539,0.468477488,0.227340281
493.9895935,0.020846527,0.095456295,0.095739596,0.138631508,0.112504624,0.149954096,0.178612575,0.132489353,0.150437474,0.096409529,0.18945238,0.141596302,0.191987455,0.166172251,0.469202727,0.227799729
492.9994812,0.021618687,0.096224211,0.096318491,0.139364198,0.112930395,0.150254503,0.178731829,0.132661194,0.150468335,0.09637776,0.188256681,0.141647488,0.192156941,0.166117266,0.46951738,0.22807765
492.0091553,0.022066966,0.096716225,0.096767433,0.139911205,0.113218822,0.150785521,0.179260433,0.132646471,0.150493622,0.096301951,0.190014616,0.141517296,0.192012072,0.166324288,0.469745994,0.228387624
491.0186157,0.022816336,0.097470768,0.097408503,0.140647471,0.113851219,0.151296526,0.179943964,0.132906914,0.150825232,0.096247025,0.189216077,0.141696304,0.192197233,0.166471124,0.470469505,0.228795141
489.9897461,0.023726553,0.098347984,0.098289721,0.14167349,0.114380501,0.151705816,0.180233017,0.133338466,0.15108636,0.096722312,0.190312371,0.142049,0.192667544,0.166680545,0.471892178,0.22953625
488.9988708,0.024464061,0.099048235,0.098948516,0.142446324,0.114802316,0.152129248,0.180543602,0.133623526,0.15136233,0.096980356,0.189620301,0.142299563,0.193166181,0.167222947,0.473101139,0.230135515
488.0076599,0.024925815,0.099613391,0.099466637,0.143033922,0.115281515,0.15257676,0.181032896,0.133683741,0.151527226,0.096869335,0.190905526,0.142388478,0.193355471,0.167151541,0.474161446,0.230841667
487.0163269,0.025599103,0.100349955,0.100146949,0.143905878,0.115902118,0.153229222,0.181831002,0.134009227,0.151953012,0.097087555,0.190621093,0.142800391,0.193619549,0.167783842,0.475581944,0.231706753
485.9866333,0.026379216,0.101391159,0.101020612,0.144907206,0.116466567,0.153607965,0.182181284,0.134606168,0.1524501,0.097596042,0.190722168,0.143398911,0.19437094,0.168458626,0.478089005,0.232814193
484.9949341,0.026825363,0.102057859,0.101717033,0.145754978,0.117023282,0.154199109,0.182616413,0.134894162,0.152729109,0.097731754,0.191689238,0.143742189,0.19506447,0.168822438,0.479928941,0.233925447
484.0029907,0.027321447,0.102601275,0.102254823,0.146372318,0.117593162,0.155012548,0.183632121,0.135151655,0.153193608,0.097801238,0.193938926,0.144087777,0.19546634,0.169455767,0.481495142,0.234945327
483.0108948,0.027660126,0.103268854,0.10284254,0.147141829,0.118146122,0.155331478,0.184283987,0.135539427,0.153647125,0.098021872,0.193463445,0.144487307,0.196107209,0.169797733,0.483501971,0.235857576
482.0185242,0.028129959,0.104128592,0.103723258,0.148143023,0.118850812,0.156092092,0.184975401,0.136238784,0.154272392,0.098564647,0.19355984,0.145204008,0.197046667,0.170783967,0.486203373,0.237368882
480.987854,0.028759805,0.10513673,0.104649872,0.149257034,0.119559437,0.156881094,0.185826764,0.1369268,0.155096307,0.099216506,0.193242267,0.146028623,0.198284373,0.171880454,0.489548355,0.239076018
479.9950867,0.028896349,0.105765745,0.105185799,0.149844676,0.11987979,0.157167897,0.186147854,0.137070909,0.155513644,0.099388659,0.193230718,0.146474153,0.199007586,0.172506407,0.492455483,0.240414828
479.0021973,0.029284302,0.106534295,0.105825588,0.150684387,0.120414458,0.157779872,0.186938018,0.137631521,0.156037137,0.099704862,0.194208533,0.147156686,0.199955851,0.173240989,0.495215029,0.241886795
478.0090637,0.029623574,0.107431524,0.106665224,0.151750356,0.121272646,0.158628404,0.18798995,0.138464734,0.156845167,0.100321323,0.195528626,0.148001999,0.20104903,0.174154207,0.498474419,0.243514359
477.0157776,0.029958922,0.108238906,0.107444786,0.152539536,0.121874392,0.159301266,0.188788101,0.139145598,0.157640487,0.100895524,0.195376784,0.148795039,0.202214524,0.1753297,0.501777828,0.245303422
475.9839783,0.030360373,0.109257765,0.108368456,0.153715983,0.122588344,0.160389215,0.189924896,0.139792353,0.158642352,0.101508312,0.196816981,0.149769709,0.203482285,0.17646347,0.505976975,0.247265041
474.9903564,0.03072677,0.110170223,0.10933917,0.154883519,0.123391479,0.161312297,0.19108732,0.140702233,0.159706444,0.102016017,0.197348267,0.150926828,0.205054328,0.17765595,0.510249078,0.249550581
473.99646,0.031002,0.111106262,0.110167086,0.155766085,0.124201439,0.162000835,0.192094371,0.141492739,0.16054897,0.10253568,0.198060289,0.151786253,0.206328094,0.178843558,0.51400137,0.251407474
473.0022888,0.03127056,0.112006001,0.110956915,0.156740174,0.12477313,0.162968785,0.193164557,0.142217919,0.161457792,0.10297446,0.199237108,0.15270935,0.207735628,0.179981455,0.51806289,0.253465265
472.0080261,0.031506721,0.112826973,0.111798808,0.157770231,0.125520945,0.163841993,0.194199026,0.143096045,0.162490562,0.103620127,0.20015493,0.153709263,0.209145904,0.181383088,0.522173703,0.255567014
471.0135498,0.031809632,0.113900341,0.112761959,0.159053177,0.126369238,0.165034771,0.195652291,0.144136876,0.163607225,0.104386538,0.201216489,0.154914722,0.210746855,0.182707593,0.526732147,0.257909209
470.0188293,0.032255065,0.11516352,0.114001736,0.160292238,0.127437279,0.166096211,0.197134003,0.145260349,0.165114909,0.105277158,0.202651724,0.156351745,0.212823153,0.184607893,0.531997085,0.260596037
468.9857483,0.032362811,0.116032347,0.114735425,0.161352828,0.128129959,0.167029113,0.198271617,0.146143362,0.166097567,0.105841272,0.202259108,0.157442585,0.214365408,0.185671687,0.53670311,0.262841106
467.9906921,0.032929569,0.117302835,0.116021156,0.162746802,0.129284993,0.16851081,0.199970201,0.147427917,0.167683631,0.106867164,0.204229087,0.159000695,0.216595575,0.187452436,0.541860223,0.265556634
466.9954224,0.033119753,0.118248172,0.116925888,0.163889825,0.130075783,0.169550464,0.201303005,0.148296401,0.168791443,0.107545085,0.20574601,0.160157621,0.217952609,0.188808382,0.546267808,0.26769793
465.9999695,0.033637714,0.119562708,0.118175589,0.165386066,0.13107349,0.170992106,0.203023225,0.149796143,0.170289904,0.108461224,0.205930263,0.161606401,0.220084563,0.190545499,0.551871717,0.270448774
465.0043335,0.033857983,0.120746113,0.11914973,0.166826963,0.132186547,0.1723589,0.204713568,0.15090403,0.171805397,0.10936188,0.209177867,0.162977576,0.222324386,0.192467421,0.557392895,0.273222476
464.0084839,0.034214459,0.121876687,0.120196149,0.168199763,0.133144513,0.173657984,0.206314817,0.152241036,0.173316404,0.110206723,0.208563417,0.164445639,0.224278748,0.194089502,0.562609494,0.275802255
463.0125122,0.034551073,0.123094298,0.121275075,0.169471562,0.134187952,0.174940139,0.207973912,0.153370038,0.174644798,0.110969678,0.210403115,0.165873706,0.226308629,0.195794597,0.567902386,0.278495252
462.0162964,0.034883127,0.12425933,0.122468762,0.170888975,0.135127902,0.176243484,0.209455177,0.154707015,0.176216215,0.111982182,0.212207884,0.167391017,0.228255466,0.197442681,0.573570371,0.28115961
460.9815979,0.035357811,0.1257907,0.123779148,0.172712132,0.136489332,0.177839339,0.211584464,0.156374827,0.178009272,0.113095544,0.212023571,0.16909796,0.230856553,0.199535117,0.580433846,0.284340143
459.9849854,0.035834871,0.126999617,0.125077128,0.174231872,0.137793437,0.17953451,0.213821158,0.157730952,0.1797916,0.113979153,0.216513366,0.170746923,0.233122751,0.201628834,0.585972607,0.287460208
458.9882507,0.036472283,0.128715441,0.126545772,0.176124051,0.139304861,0.181387797,0.216035903,0.159537017,0.181792334,0.115247823,0.217638016,0.172760949,0.235637069,0.203820095,0.592581332,0.290709883
457.9913025,0.036796201,0.130018055,0.127704755,0.177722052,0.140502781,0.182979435,0.218019188,0.161040887,0.183467031,0.116308123,0.218312696,0.174338281,0.238149017,0.205753908,0.598910987,0.293806762
456.9941101,0.037299752,0.131423444,0.129023328,0.179436117,0.141903266,0.184604883,0.220052555,0.162602648,0.185458228,0.117504291,0.220904186,0.17602241,0.240508094,0.207757637,0.605119288,0.297010303
455.9968262,0.037939884,0.132890791,0.130405679,0.18130967,0.143293798,0.186491534,0.222273856,0.16420944,0.187254638,0.1185591,0.222003177,0.177846521,0.243232101,0.209935084,0.612174392,0.300383687
454.9993286,0.038359925,0.134522453,0.131940112,0.183392629,0.144772291,0.188323423,0.224609077,0.166087896,0.189218789,0.119734928,0.224473849,0.179821447,0.245800376,0.212335035,0.619119883,0.30380252
454.0015869,0.039073955,0.136185646,0.133504242,0.1852687,0.146331459,0.19018501,0.227046207,0.167975187,0.191480398,0.121073641,0.225861773,0.181735277,0.248804987,0.214578927,0.626285911,0.307214141
453.0037231,0.03962405,0.137651786,0.135025412,0.187142223,0.147815898,0.192048326,0.229354844,0.169599429,0.193260044,0.122291096,0.226532295,0.183573008,0.251097173,0.216799289,0.632242203,0.31043157
452.0056763,0.040061962,0.139044255,0.136269137,0.188803867,0.149081737,0.19370696,0.231460333,0.171081305,0.194996774,0.123114437,0.228048414,0.185175151,0.253435135,0.218640789,0.638487101,0.31332618
451.0074158,0.040726878,0.140862852,0.137880296,0.190979585,0.150806904,0.195551291,0.233798504,0.172965065,0.19709006,0.124529377,0.229857996,0.18718572,0.256120116,0.220871002,0.645469844,0.316785872
450.0089417,0.041414998,0.142578438,0.139539242,0.193098456,0.152427971,0.197641477,0.236290529,0.174796373,0.199307144,0.125797376,0.232900128,0.189298242,0.258760244,0.223086983,0.652456164,0.320272565
449.0103455,0.042038299,0.144352078,0.14117904,0.195163697,0.154163808,0.19990325,0.238911167,0.176755846,0.201480985,0.127061322,0.234533384,0.191271335,0.261511803,0.225313291,0.658762157,0.32354039
448.0115051,0.042581946,0.145913795,0.142710522,0.197205335,0.155663565,0.201589257,0.241126537,0.178449318,0.203234837,0.128164694,0.235933691,0.193021789,0.264033884,0.227459356,0.665397883,0.326718926
447.0125427,0.043175444,0.147541851,0.144154444,0.199189201,0.157151654,0.203549504,0.243296638,0.180040345,0.205108702,0.129251629,0.237683281,0.194650918,0.266336083,0.229414716,0.671357811,0.329692811
446.0133667,0.04394725,0.149433479,0.145959571,0.201369837,0.158974677,0.205815688,0.245907024,0.181897387,0.207371891,0.130460754,0.239516154,0.196694866,0.269160628,0.231800228,0.678165495,0.333186716
445.0140381,0.044650335,0.151306093,0.147803456,0.203589335,0.160820931,0.207715958,0.24854596,0.183829114,0.209603176,0.13190566,0.240645513,0.198771954,0.271946967,0.234007835,0.685223103,0.336636365
444.0144653,0.045323871,0.153175339,0.149589509,0.205913246,0.162549764,0.209904194,0.250976384,0.185698882,0.211679608,0.133113816,0.242366105,0.200856566,0.274673522,0.236478478,0.692363203,0.340054691
443.0147705,0.046110701,0.155091897,0.151369765,0.20821254,0.164329156,0.211975575,0.25367105,0.187644482,0.214015007,0.134532839,0.243880525,0.202914372,0.277564138,0.238883615,0.699828684,0.343879372
442.0149231,0.046813928,0.156934172,0.153176397,0.210437283,0.166119739,0.214022592,0.256120175,0.189674109,0.21602577,0.135822415,0.24625437,0.205014616,0.280383885,0.241424665,0.706904531,0.347524345
441.0148315,0.047494929,0.158855692,0.15484044,0.212695852,0.167855009,0.216213793,0.258892894,0.191468731,0.218239471,0.137008309,0.247894242,0.20700267,0.283242613,0.243482649,0.714158654,0.351213157
440.0145874,0.048307553,0.160787493,0.156751499,0.215005651,0.169694424,0.218451664,0.261505753,0.19349052,0.220358625,0.138247192,0.250462532,0.209121555,0.286091864,0.246091291,0.721705735,0.35493955
439.0141602,0.048958942,0.162648425,0.158583164,0.217389628,0.17132476,0.220722213,0.264071256,0.195429683,0.222652331,0.139645308,0.251502365,0.2112979,0.288979739,0.248426184,0.72940433,0.358520389
438.0135803,0.049715035,0.1646038,0.16040951,0.219920546,0.173182279,0.222761735,0.266738236,0.197482288,0.224949434,0.140916526,0.254691452,0.213503167,0.292010933,0.250910193,0.736877143,0.362331301
437.0127563,0.050603196,0.166729555,0.162307903,0.222453207,0.175204024,0.225201055,0.269502223,0.199498847,0.227432698,0.142300308,0.255203903,0.21583353,0.295075357,0.253707439,0.744503677,0.365973651
436.0117798,0.051314116,0.168756694,0.164292768,0.224992111,0.177047253,0.22737664,0.272288352,0.201646045,0.229893327,0.143825516,0.257750332,0.218219161,0.298339933,0.256172985,0.75271064,0.370098889
435.0106201,0.052244119,0.170874924,0.166349798,0.22737293,0.179024994,0.229785755,0.275136411,0.203882396,0.232352421,0.145266831,0.260306299,0.220541731,0.301676452,0.258925587,0.760598958,0.373790294
434.0093689,0.053200051,0.173124433,0.168448553,0.230072811,0.181094095,0.232305035,0.278389871,0.206243843,0.235016078,0.146898419,0.262774736,0.22312744,0.305095971,0.261761785,0.769173861,0.37791875
433.0078125,0.053952169,0.175236836,0.170421377,0.232763186,0.183067784,0.234789908,0.281319767,0.208275721,0.237450615,0.148100928,0.264610559,0.225511938,0.308408499,0.264621317,0.777405083,0.381924033
432.0061646,0.054927617,0.177539527,0.172717676,0.235554338,0.185201794,0.237307534,0.28431809,0.210772052,0.240372092,0.150013685,0.26769802,0.228164315,0.311811745,0.267315924,0.786446333,0.386181384
431.0042725,0.055839673,0.180023342,0.175117269,0.238556236,0.187508762,0.240166441,0.287780166,0.213389248,0.243175089,0.151603743,0.269068897,0.230969146,0.315792263,0.270537317,0.795651317,0.390499741
430.0022888,0.056703262,0.182229161,0.177262396,0.24120678,0.189344361,0.242744088,0.290839911,0.215530172,0.245671928,0.153160706,0.271265328,0.233410165,0.319092989,0.273547083,0.803837955,0.394404024
429.0000916,0.057634216,0.184627339,0.17948927,0.244191095,0.191563994,0.245266587,0.294080675,0.218066394,0.248468429,0.154781282,0.273886591,0.236037627,0.322681099,0.276381582,0.812223792,0.398814738
427.9976807,0.058625951,0.186975598,0.181826398,0.246910304,0.193757191,0.247911781,0.297154307,0.220491111,0.251289249,0.156354189,0.277273685,0.23855561,0.326207966,0.279295832,0.820521057,0.402649522
426.9951477,0.059620131,0.189570278,0.184080184,0.249832705,0.19605118,0.250957608,0.300842464,0.223181441,0.254259288,0.158166036,0.278925896,0.241330579,0.329903245,0.282329619,0.829360545,0.406873971
425.9924316,0.060561892,0.192012548,0.186409697,0.253074348,0.198456124,0.253846645,0.304207057,0.225832239,0.25742504,0.159918949,0.280426294,0.244247869,0.333570629,0.285447627,0.837862909,0.411330521
424.989563,0.061539877,0.194433525,0.188826174,0.25586912,0.200568289,0.25656867,0.307506234,0.228255689,0.260153264,0.1616043,0.282584846,0.246810779,0.337059677,0.288321883,0.84622699,0.415076852
423.9864807,0.062525362,0.196864307,0.191139936,0.258844554,0.202926487,0.25933072,0.311054915,0.23070474,0.262811571,0.16321449,0.286663741,0.249348939,0.340695113,0.291349351,0.853888691,0.418855429
422.9832153,0.0634754,0.199304521,0.193430752,0.261917681,0.205115885,0.261973172,0.314475775,0.233227074,0.265903682,0.164843649,0.288159013,0.251920462,0.344135523,0.294207722,0.862068772,0.422781736
422.0184021,0.064530641,0.202178568,0.196145311,0.265284896,0.207805842,0.265098661,0.318111599,0.236134499,0.268968523,0.166811496,0.290992051,0.254933745,0.347985566,0.297464699,0.871430695,0.42719534
421.014801,0.065548167,0.204812408,0.198555514,0.268198401,0.210375711,0.268144608,0.321909428,0.238849387,0.272051036,0.168539241,0.294808924,0.257627696,0.35177815,0.300570339,0.879951,0.430994004
420.0110779,0.066720068,0.207494333,0.201213762,0.271570534,0.212668449,0.271157503,0.325467944,0.241529301,0.27523914,0.170311749,0.296501279,0.260499984,0.355574161,0.303592116,0.888169348,0.435357332
419.0072021,0.067709409,0.210102633,0.203797951,0.274984062,0.215353951,0.274189591,0.32912457,0.244208768,0.278342694,0.172160342,0.298553467,0.263062209,0.359375238,0.306626022,0.896841645,0.439386666
418.0030823,0.068878733,0.212905273,0.206458449,0.278385013,0.217807636,0.27733019,0.332922518,0.246991217,0.281365335,0.173914835,0.302787125,0.265920728,0.363145828,0.309827983,0.905520082,0.443381578
416.9988098,0.069784626,0.215672463,0.208951816,0.281589031,0.22030437,0.28038013,0.336736023,0.249783739,0.284435809,0.17564553,0.304509968,0.268576056,0.367013246,0.312932164,0.91431433,0.447403848
415.9943848,0.071199171,0.219082579,0.212233871,0.285711914,0.223474309,0.28415665,0.341111273,0.253180116,0.288175583,0.177986026,0.307989419,0.271894485,0.371573925,0.316813558,0.924056292,0.452435285
414.9898376,0.072406657,0.221982062,0.215027228,0.289280236,0.226283953,0.287593693,0.344964683,0.256137401,0.291547656,0.179663047,0.310056895,0.27476427,0.375270903,0.319863349,0.932844758,0.45664537
