Wavelength (nm),30 s,60 s,90 s,120 s,150 s,180 s,210 s,240 s,270 s,300 s,330 s,360 s,390 s,420 s,450 s,480 s,570 s,600 s
250,1.039280057,1.096583724,1.063881159,0.621978164,0.895504296,0.628453493,0.777660787,0.584767461,0.704580963,0.408094674,0.628748298,0.599549174,0.525003314,0.384198934,0.693538368,0.358770132,0.619999766,0.401772529
250.9299927,0.896860957,0.947301507,1.130110741,0.579538405,0.764763832,0.630334914,0.721415579,0.588104606,0.756690741,0.547140837,0.594443917,0.664213479,0.556770682,0.425667763,0.702591598,0.412129909,0.523855567,0.329680473
252.0299988,1.077522635,0.991750419,0.955819905,0.556399345,0.772785783,0.530946612,0.626818895,0.632273018,0.663159966,0.530319095,0.634719133,0.537634432,0.586457312,0.374649704,0.588723719,0.433638364,0.539471328,0.436004966
252.9600067,0.91271162,0.763232112,1.095326662,0.614995956,0.767810762,0.516692519,0.654610932,0.570664585,0.722507775,0.569151938,0.70486027,0.601313114,0.58356297,0.357787549,0.709208131,0.377080083,0.627425075,0.431864977
254.0599976,0.975817442,0.96046102,0.992797673,0.600134134,0.699949265,0.671734154,0.820227563,0.747344255,0.467734963,0.623108387,0.588413596,0.637687325,0.442133546,0.416522026,0.639874876,0.536461473,0.493166149,0.425667763
255,0.929139912,0.865846753,1.006217003,0.85838449,0.683479071,0.607913613,0.893575191,0.612530649,0.69010669,0.407202184,0.391361594,0.679141462,0.675243437,0.456380546,0.860207498,0.47147572,0.67112875,0.510222018
255.9299927,0.890031636,0.788721323,0.897590041,0.499309272,0.788125575,0.638747394,0.551221907,0.484966069,0.581808805,0.546158671,0.511373997,0.541052401,0.602167785,0.366733909,0.635344684,0.417188168,0.724430144,0.604970872
257.0299988,0.998710036,0.647507787,0.886182725,0.656140506,0.610621989,0.487675756,0.540563583,0.486259699,0.502519608,0.462748736,0.533865273,0.582618117,0.511791945,0.40718329,0.612225056,0.420291662,0.476692617,0.427020758
257.9599915,0.877375245,0.736334682,0.735501409,0.582528889,0.688785613,0.449799955,0.563049555,0.524827898,0.517978668,0.466139168,0.397149861,0.583132029,0.431572437,0.274328768,0.506156325,0.309737682,0.494709015,0.408472896
259.0599976,0.633401394,0.723890364,0.623687625,0.561762631,0.621722221,0.439130515,0.506057143,0.381580979,0.575190842,0.364937603,0.451073557,0.528740048,0.400472552,0.314283669,0.456494123,0.30528757,0.457332909,0.288150072
260,0.681813955,0.605970204,0.840766549,0.492340297,0.5707165,0.375872731,0.553579986,0.418900013,0.438721985,0.361299157,0.38630411,0.491474807,0.328404129,0.377205461,0.492056131,0.26668191,0.444646358,0.281473428
261.0700073,0.738504112,0.673381507,0.741087437,0.489941806,0.530172467,0.364414006,0.512898445,0.394967526,0.49942714,0.377577692,0.499500483,0.315768331,0.441691965,0.354309797,0.469218314,0.279733777,0.41155085,0.293480009
262,0.826554596,0.63202244,0.778509021,0.464458615,0.534932077,0.479482174,0.522881031,0.435224146,0.46991992,0.473056763,0.500375271,0.316097528,0.455322742,0.426701069,0.43781054,0.382152438,0.506503761,0.341183901
263.0700073,0.745587707,0.603695989,0.682694852,0.48040399,0.734089971,0.485749483,0.607513309,0.475296199,0.559453607,0.415450126,0.477051586,0.574686766,0.375644565,0.34905231,0.548646688,0.290262818,0.507789969,0.280046165
264,0.659440815,0.66274029,0.779295862,0.500091493,0.697159111,0.619563341,0.57969588,0.438777924,0.585297823,0.453537583,0.626211762,0.538687587,0.458869219,0.302308887,0.513778031,0.356033534,0.465402961,0.284038275
265.0700073,0.73642379,0.577132463,0.782452226,0.492418021,0.528943539,0.505410492,0.531880438,0.662980497,0.545220017,0.410971612,0.536213577,0.419221282,0.533694327,0.434920132,0.463447243,0.50514859,0.488939404,0.388631254
