Wavelength (nm),20 s,40 s,60 s,80 s,100 s,120 s,140 s,160 s,180 s,220 s,240 s,260 s,280 s,300 s
535.0111084,0.00986964,0.009036976,0.015329316,0.045144323,0.015447645,0.046557628,0.072963275,0.041932687,0.037509836,0.036052067,0.097315215,0.108172186,0.117637284,0.105878338
533.9919434,0.009777151,0.0092252,0.015775898,0.048015989,0.016560117,0.050462969,0.079353631,0.045826651,0.040555388,0.038733475,0.103488341,0.11457599,0.124584556,0.112184167
533.0102539,0.010090918,0.009613326,0.016492246,0.050941437,0.017826589,0.054330375,0.085264392,0.04939251,0.043544807,0.041349337,0.108863853,0.120321117,0.130610436,0.117716573
531.9906006,0.010100827,0.010016501,0.016838107,0.054667104,0.019440863,0.05928883,0.092828266,0.054101441,0.04694023,0.044473071,0.115599982,0.12713486,0.138116151,0.124085099
531.0085449,0.010152045,0.01038325,0.017470263,0.058375169,0.021035185,0.063754983,0.099751823,0.058051798,0.050177164,0.047171768,0.121350586,0.132965416,0.144385532,0.129575312
529.9885254,0.010094441,0.010750416,0.017847301,0.0619727,0.022499377,0.068425037,0.106577739,0.061950069,0.053358112,0.049773525,0.126990572,0.138552129,0.150396258,0.134762496
529.0059814,0.010362465,0.011251096,0.018847682,0.065856233,0.023942698,0.072630666,0.112699337,0.065674052,0.056003846,0.051903956,0.131930426,0.143218458,0.155380637,0.139304966
527.9853516,0.010707803,0.011860774,0.019761395,0.070210256,0.025681457,0.077066727,0.11934118,0.069426559,0.058824319,0.054264903,0.136845738,0.147778466,0.160449967,0.143646359
527.0024414,0.010594791,0.0124533,0.020570952,0.074818954,0.027479295,0.082259975,0.126641884,0.073564582,0.061940875,0.056783408,0.142101675,0.152860746,0.165849105,0.148100242
525.9814453,0.010891205,0.013135927,0.021506444,0.079938926,0.029364754,0.087058216,0.133352235,0.077427961,0.064670853,0.058987699,0.146967366,0.157182917,0.170517311,0.152048662
524.9980469,0.010907901,0.013794938,0.022520587,0.084405445,0.031013483,0.091206536,0.139212191,0.080768876,0.066984661,0.060796607,0.150677398,0.16058737,0.174001426,0.154918641
524.0144043,0.011071339,0.014574057,0.023504311,0.089508094,0.032882381,0.096033551,0.14565593,0.084153816,0.06957721,0.062764406,0.154740691,0.164355531,0.178046212,0.158253223
522.9927368,0.011160996,0.015432115,0.024603313,0.094465561,0.034689676,0.100497305,0.15161483,0.087461039,0.07177455,0.064460792,0.158354014,0.16760169,0.181322008,0.161046103
522.008728,0.011341641,0.016413981,0.026002506,0.099401705,0.036409561,0.104723238,0.157088801,0.090482496,0.073962286,0.065979883,0.161499307,0.170311317,0.184305236,0.163543537
520.9864502,0.011479991,0.017338641,0.026948379,0.104501873,0.03814875,0.108657986,0.162324235,0.093180113,0.075817905,0.067288488,0.164248586,0.172798097,0.186784536,0.165569618
520.0020142,0.0116588,0.018544167,0.028202131,0.109585203,0.039832253,0.112813845,0.167517766,0.095792495,0.077682346,0.068711013,0.16714032,0.17506063,0.189341232,0.167488605
519.017395,0.011856863,0.01970272,0.029652867,0.114540435,0.041364342,0.116096191,0.171806976,0.098093569,0.079155661,0.069657549,0.169195965,0.176823288,0.191185206,0.168911994
517.9945679,0.011978932,0.020819044,0.030828916,0.118971854,0.042798828,0.118851692,0.175456435,0.099966809,0.080214873,0.070437402,0.170901477,0.178153336,0.192492262,0.17001234
517.0094604,0.012136731,0.021994825,0.032296747,0.123337656,0.044042151,0.121933684,0.179103807,0.10185843,0.081494533,0.071198717,0.172532365,0.179553062,0.193997309,0.171008915
515.9862061,0.012507834,0.023597721,0.033737805,0.128000915,0.045543421,0.124881133,0.182710514,0.103736736,0.082786649,0.072127864,0.1742374,0.18097505,0.19539237,0.172120825
515.0006714,0.012667636,0.025197035,0.035051409,0.132656142,0.046949863,0.127847299,0.186121151,0.105379202,0.083721556,0.072845615,0.175614104,0.182020918,0.196408153,0.172863886
514.0148926,0.012852695,0.026784806,0.036410857,0.136673406,0.048006564,0.130132407,0.189138278,0.106865645,0.084667347,0.07329087,0.176847398,0.182830155,0.197192609,0.173353061
512.9909668,0.013092733,0.028520269,0.03789144,0.140604243,0.049062453,0.132309616,0.191707552,0.108131938,0.085440017,0.073913366,0.177827418,0.183525652,0.197972268,0.173908532
512.0047607,0.013361786,0.030028153,0.039024815,0.143808901,0.04995491,0.134015471,0.193748698,0.109032646,0.086001359,0.074237868,0.178729445,0.18395336,0.198369741,0.17405954
511.0184326,0.013648422,0.031673171,0.040114965,0.14673841,0.050821852,0.135652974,0.195682392,0.110037699,0.086673111,0.074707918,0.179387599,0.184400022,0.198876619,0.174316168
509.9937744,0.013947223,0.033592545,0.041433677,0.149968967,0.051684376,0.137271598,0.197703987,0.110939704,0.087158471,0.074952811,0.180145681,0.184741676,0.199097812,0.174517989
509.0069885,0.014459339,0.035478469,0.042749181,0.153010503,0.052509934,0.138945326,0.199502006,0.112157591,0.087932035,0.07550925,0.180826172,0.185141131,0.199560851,0.174604476
507.9819946,0.014780472,0.037038486,0.043782815,0.155401185,0.053103741,0.140181288,0.201047465,0.112684272,0.088215768,0.075577945,0.181120098,0.185223922,0.19956544,0.174503595
506.994751,0.015093883,0.038710553,0.044832803,0.157552257,0.053651523,0.14119786,0.202345803,0.113292098,0.088540159,0.075866364,0.181417838,0.185405538,0.199717328,0.174607024
506.0073242,0.015480638,0.04044826,0.045394935,0.159316257,0.054050017,0.142096326,0.203457847,0.113949135,0.088921897,0.075946271,0.181834772,0.185439616,0.1997509,0.174530521
504.9816589,0.016064052,0.042182077,0.046634741,0.161239713,0.054614525,0.143324122,0.204916015,0.114546299,0.089376956,0.076154195,0.182223529,0.185493648,0.20002985,0.174444139
503.9937744,0.016610811,0.043880802,0.047633708,0.162988275,0.055107437,0.144385323,0.206239849,0.115160182,0.089749984,0.076437838,0.182379544,0.185630649,0.200085744,0.174457952
503.0057373,0.017115658,0.045625389,0.048383936,0.164599076,0.055612676,0.145392314,0.207365543,0.11570856,0.09010651,0.076624006,0.182588115,0.185745731,0.200048804,0.174295783
502.0174255,0.017512359,0.046963938,0.048827242,0.165865362,0.055874467,0.146019787,0.208143771,0.116137214,0.090240702,0.076627187,0.182711586,0.185684711,0.199874625,0.174169049
500.9908752,0.017993217,0.048307233,0.049399007,0.16707924,0.05627704,0.146795109,0.209201664,0.116601609,0.09050931,0.076742671,0.182825819,0.185480759,0.19976759,0.174059272
500.0021362,0.018808348,0.050035682,0.050169609,0.168513715,0.056694381,0.147825211,0.210365802,0.117176324,0.090872683,0.076943189,0.183060914,0.185599774,0.199791625,0.174029633
499.0132446,0.019359143,0.051373754,0.050782423,0.169660866,0.057218127,0.148584813,0.211321607,0.117593266,0.091103747,0.077093311,0.183352441,0.185508937,0.199920327,0.173976034
497.9861755,0.019920368,0.052669406,0.051269311,0.17077741,0.057423182,0.149348736,0.212211475,0.118027791,0.091242813,0.077178545,0.183253512,0.185479015,0.199742913,0.173809841
496.9968262,0.020506714,0.053619657,0.051746774,0.171758413,0.057583436,0.150086865,0.212951928,0.118334413,0.091403969,0.077132665,0.183446497,0.185325056,0.199706987,0.173775077
496.0072937,0.021153558,0.054678082,0.052264526,0.172837675,0.058049876,0.150764853,0.213902324,0.118705437,0.09179157,0.077368133,0.183447525,0.185391858,0.199751601,0.173676983
495.0175781,0.021774339,0.055657901,0.052516829,0.173950374,0.058387518,0.151541427,0.214698628,0.119143158,0.091945089,0.077486098,0.183568239,0.185500592,0.199775994,0.173641384
493.9895935,0.022425229,0.056845576,0.052827418,0.175199062,0.058880225,0.152544916,0.215711132,0.119668022,0.092341401,0.077749461,0.183894098,0.185669273,0.200191498,0.173915833
492.9994812,0.02296434,0.057674687,0.053206813,0.176194698,0.059125543,0.153146714,0.216408491,0.119948231,0.092378639,0.077767238,0.183852315,0.18562898,0.200131089,0.17381084
492.0091553,0.023538962,0.058337864,0.053534616,0.17693831,0.059245747,0.153655425,0.216902122,0.12012931,0.092415944,0.077539139,0.18395561,0.185571984,0.199984238,0.173748076
491.0186157,0.024177095,0.05903497,0.054262236,0.17807059,0.059790764,0.15431945,0.21767579,0.120600827,0.092674427,0.077812068,0.184184715,0.18569091,0.20005779,0.174051583
489.9897461,0.024787828,0.059897333,0.054350413,0.179297939,0.060006488,0.155110553,0.218616203,0.121098034,0.09298376,0.078057759,0.184470832,0.185936734,0.200510815,0.174144194
488.9988708,0.025302442,0.060567815,0.054738186,0.180280849,0.060393635,0.155941829,0.219370976,0.121387318,0.093186751,0.07818865,0.184646264,0.186207146,0.20078516,0.174382299
488.0076599,0.025886735,0.061089344,0.054978061,0.181080461,0.060581889,0.15649654,0.219974503,0.121666305,0.093271777,0.078208394,0.184783831,0.18626605,0.200757623,0.174534515
487.0163269,0.026580945,0.061757758,0.055590551,0.182284296,0.061085619,0.157198712,0.22085309,0.122074552,0.093596272,0.078381374,0.185094386,0.186663881,0.201191843,0.174976111
485.9866333,0.027090224,0.062404819,0.055809733,0.183699131,0.061444502,0.158000305,0.221934423,0.122634798,0.094017968,0.078801364,0.185610205,0.187250376,0.201917037,0.175515026
484.9949341,0.027409008,0.062890828,0.055895723,0.18484436,0.061695959,0.158922821,0.222777307,0.122992925,0.094239004,0.078940585,0.186115712,0.187632397,0.202411398,0.175809085
484.0029907,0.028055232,0.063487448,0.056758925,0.185746446,0.062111825,0.159462377,0.223444894,0.123492256,0.094430655,0.079000816,0.186542168,0.187917084,0.202629775,0.176402926
483.0108948,0.028411811,0.06382595,0.057132732,0.186981291,0.062415399,0.160098627,0.224269375,0.123850919,0.094687797,0.079262465,0.186862305,0.188481957,0.203156978,0.176911265
482.0185242,0.028862014,0.064516887,0.057426464,0.188112319,0.06291946,0.161102325,0.225334644,0.12453869,0.095078014,0.079667851,0.187578246,0.18922247,0.204022408,0.177585706
480.987854,0.029411867,0.065190449,0.057877976,0.189764544,0.063319162,0.16203557,0.226614595,0.125187799,0.095681384,0.080110915,0.188404664,0.190233067,0.205109,0.178540677
479.9950867,0.029454833,0.065389946,0.057784524,0.190564334,0.063451491,0.162679404,0.227393717,0.12547034,0.09578336,0.080224209,0.188809618,0.190680966,0.205625087,0.179060847
479.0021973,0.029744171,0.065942518,0.058205388,0.191842005,0.063760862,0.1634354,0.22833997,0.12593466,0.096165583,0.080524854,0.189627081,0.191409439,0.206461653,0.17987302
478.0090637,0.030169591,0.066544704,0.058710456,0.193254963,0.064293683,0.164461523,0.229709655,0.126726121,0.096699446,0.080961496,0.190431863,0.192437664,0.207550272,0.180849686
477.0157776,0.030493088,0.067149535,0.059078295,0.194402292,0.064539827,0.165307656,0.230767712,0.127282143,0.0971784,0.081326894,0.191349864,0.1932901,0.20865038,0.181840912
475.9839783,0.030817606,0.067818724,0.059701473,0.196016386,0.065184101,0.166533098,0.232240468,0.128183439,0.097811483,0.081962779,0.19235538,0.194721118,0.209936932,0.183111578
474.9903564,0.031192731,0.068480402,0.060208909,0.197561905,0.065628581,0.167693198,0.23373346,0.129023612,0.098503523,0.082399145,0.193672597,0.19595468,0.211473152,0.184396699
473.99646,0.031397793,0.069124602,0.06054588,0.198981106,0.066112548,0.168719173,0.235209882,0.129707858,0.099078603,0.08292342,0.194636777,0.197127685,0.212833554,0.185628742
473.0022888,0.031609274,0.069746688,0.061022427,0.200445429,0.066523194,0.169738919,0.236796707,0.130449429,0.09959998,0.083445534,0.195836455,0.198397413,0.214065865,0.186853275
472.0080261,0.03181066,0.07036943,0.061540507,0.201856867,0.066928484,0.17080453,0.238164336,0.131338701,0.10025245,0.083977394,0.197136611,0.19963935,0.215623975,0.188186809
471.0135498,0.032113086,0.071221866,0.062020205,0.203628466,0.067486227,0.172109127,0.239936039,0.132411048,0.101099148,0.084594965,0.198485225,0.20130536,0.217224196,0.189713255
470.0188293,0.032435607,0.072098285,0.062811486,0.205546424,0.068147093,0.173659369,0.242027104,0.133473083,0.101916269,0.085377842,0.200194493,0.202980012,0.219253361,0.191523969
468.9857483,0.032460935,0.072699122,0.063259564,0.207085773,0.06836313,0.174748406,0.243731186,0.134351015,0.102616295,0.085803017,0.201543063,0.20445621,0.220852837,0.192961425
467.9906921,0.033042822,0.073731147,0.063994139,0.209109858,0.069313675,0.176436141,0.245951533,0.135619789,0.103752218,0.086802199,0.203667074,0.206485719,0.222995058,0.194970205
466.9954224,0.033186,0.074381314,0.064477332,0.210725784,0.069680221,0.177664802,0.247518808,0.136652306,0.104456663,0.0873743,0.204861492,0.207915083,0.224599958,0.196521089
465.9999695,0.033587482,0.075408332,0.065147586,0.212858617,0.0705081,0.179216266,0.249937207,0.138012126,0.10551057,0.088353187,0.206850514,0.209926188,0.22685501,0.198448628
465.0043335,0.033919469,0.076289915,0.065768912,0.214825705,0.071226373,0.180880979,0.252197325,0.139218256,0.106508695,0.089126498,0.208704546,0.21193327,0.228921235,0.200410202
464.0084839,0.034099221,0.077159747,0.066533811,0.216724411,0.071730703,0.182471544,0.254472405,0.140497491,0.1074185,0.089901991,0.210469127,0.213992178,0.231209651,0.202391103
463.0125122,0.034401957,0.078079417,0.067032076,0.218578607,0.07236626,0.184081718,0.256677866,0.141757041,0.108336695,0.09078519,0.212504119,0.215833008,0.233145773,0.204187289
462.0162964,0.034485772,0.078835845,0.067506664,0.220647425,0.072899893,0.185607582,0.259068519,0.143039614,0.109349795,0.091590218,0.214068875,0.217911094,0.235341907,0.206116632
460.9815979,0.034943216,0.079960614,0.068328105,0.223073572,0.073639378,0.187786937,0.261745513,0.144656554,0.110681944,0.092673309,0.21658586,0.220354229,0.23813799,0.208616361
459.9849854,0.035492651,0.081171587,0.069272384,0.225402057,0.074524321,0.18964082,0.264465272,0.146183655,0.111788556,0.093643859,0.218960896,0.222569615,0.240529522,0.210844562
458.9882507,0.036055837,0.082537428,0.070449702,0.228161335,0.075533897,0.191792205,0.267504454,0.148042366,0.113359943,0.09487664,0.221385926,0.225246325,0.243433505,0.213416278
457.9913025,0.03633514,0.083493851,0.070861973,0.230440497,0.076230854,0.193712577,0.270271152,0.149658114,0.114588626,0.095978014,0.223611772,0.227552593,0.24615261,0.215571716
456.9941101,0.03680671,0.084657282,0.071754552,0.232776105,0.077118784,0.195726588,0.273307562,0.15122883,0.115726911,0.096981913,0.226023391,0.229996488,0.248820767,0.217952132
455.9968262,0.037192859,0.085894972,0.072442286,0.235350221,0.077848151,0.198006094,0.276364595,0.153047875,0.117152728,0.098142013,0.228438571,0.232675985,0.251454234,0.220485985
454.9993286,0.037690826,0.087137967,0.073321603,0.238247439,0.078679226,0.200333864,0.279644817,0.154822394,0.118570216,0.09931691,0.231135547,0.235399276,0.254496217,0.223083049
454.0015869,0.038177691,0.088474743,0.074257068,0.241207451,0.079806663,0.202791482,0.283077836,0.156907275,0.119923048,0.100798935,0.233877406,0.238292739,0.25769493,0.22583285
453.0037231,0.038705401,0.089837015,0.075290494,0.243786991,0.080659643,0.205117181,0.28619647,0.15866667,0.121399745,0.101826787,0.236333177,0.24087809,0.260237038,0.228308797
452.0056763,0.039085537,0.090988502,0.076020956,0.246278241,0.081422895,0.207183227,0.289054453,0.160352856,0.122560471,0.102831945,0.238709509,0.243091807,0.2628631,0.230385974
451.0074158,0.03968301,0.092575647,0.077082895,0.249385387,0.082538523,0.209645584,0.292605907,0.162466064,0.124200821,0.104125433,0.2413003,0.245912463,0.26585263,0.233106315
450.0089417,0.040297356,0.094104186,0.078130201,0.252425164,0.08369939,0.21236822,0.296136439,0.164465711,0.125858456,0.105421767,0.244200409,0.248603001,0.268854916,0.235718533
449.0103455,0.04083271,0.095604345,0.079098634,0.255674452,0.084679961,0.215090051,0.299676985,0.16662845,0.127466515,0.106800854,0.246927947,0.251379758,0.271748543,0.238292024
448.0115051,0.041305322,0.097082347,0.080099367,0.258854598,0.085614607,0.217470944,0.303093106,0.168470293,0.128814653,0.10795825,0.24945195,0.253920734,0.274547845,0.240711972
447.0125427,0.041890379,0.098326169,0.081100538,0.261420727,0.086542197,0.21993129,0.306159109,0.170251593,0.130185425,0.108953834,0.251856446,0.25636813,0.277062655,0.243058324
446.0133667,0.042567182,0.099986784,0.082221746,0.265000165,0.087804765,0.222578645,0.310021818,0.172431544,0.131754383,0.110398173,0.254681885,0.259191483,0.280377984,0.245765001
445.0140381,0.043265577,0.101646371,0.083304867,0.268476963,0.088978767,0.225494057,0.31394428,0.174669564,0.133382529,0.111752264,0.257484138,0.262308329,0.2833772,0.248621121
444.0144653,0.043843575,0.103336237,0.084348828,0.271903694,0.090016887,0.22823742,0.317847967,0.176701009,0.135064527,0.11307025,0.260375202,0.265318662,0.286439747,0.251274765
443.0147705,0.044464067,0.105032995,0.085425332,0.275534004,0.091319412,0.231183946,0.32182458,0.178983629,0.13663578,0.114446931,0.263501525,0.268349111,0.28964901,0.254184753
442.0149231,0.045182869,0.106757067,0.086698741,0.279051036,0.092347801,0.234013647,0.325584471,0.181220979,0.138337314,0.115820482,0.266275048,0.271184176,0.2927939,0.256933451
441.0148315,0.045867302,0.108281158,0.087986931,0.282528043,0.093561687,0.236972809,0.329609662,0.183413014,0.140013427,0.117186867,0.269233793,0.274007887,0.295870423,0.25985235
440.0145874,0.046536103,0.110199548,0.08905948,0.286396146,0.094822504,0.239826888,0.333565444,0.185648426,0.141753957,0.118613623,0.272156239,0.276969791,0.299234062,0.262720972
439.0141602,0.047183048,0.111864641,0.090122059,0.290018231,0.095924124,0.242745668,0.337789148,0.187996805,0.143421099,0.119970173,0.275155664,0.280250698,0.302528739,0.26571244
438.0135803,0.048002429,0.113625452,0.091452919,0.293734968,0.097144693,0.245713085,0.341908991,0.190301582,0.145285428,0.121478863,0.278366149,0.283398062,0.305978954,0.268820137
437.0127563,0.048838422,0.115536541,0.092608295,0.297633559,0.09853074,0.248998329,0.34625423,0.192810804,0.147035852,0.12305364,0.281675279,0.28671363,0.309415162,0.271965802
436.0117798,0.049512748,0.117335737,0.093883343,0.301766902,0.099863097,0.252266228,0.350755066,0.195279986,0.149050251,0.124492623,0.284973383,0.290083259,0.313014716,0.275207579
435.0106201,0.050401419,0.119489521,0.095299266,0.305881798,0.101155669,0.255427629,0.355168879,0.197628737,0.15098986,0.12610738,0.288421243,0.293646336,0.31663999,0.278641015
434.0093689,0.051314671,0.121597149,0.096660733,0.310209334,0.102734596,0.259022832,0.35978049,0.20049718,0.15293105,0.127863944,0.291824371,0.297483176,0.320811242,0.282262892
433.0078125,0.05199758,0.123635799,0.09807618,0.314470321,0.104029708,0.262369305,0.364738226,0.202995539,0.154895082,0.129368708,0.295431435,0.300859869,0.324546903,0.285645157
432.0061646,0.052889779,0.1258699,0.099634066,0.319047689,0.105551206,0.266047567,0.369777262,0.205915287,0.156978548,0.13117145,0.299146026,0.304742962,0.328575373,0.289505035
431.0042725,0.053948417,0.128198564,0.10100653,0.32378763,0.107239194,0.269928366,0.375025302,0.208879203,0.1591627,0.133100092,0.303287864,0.308832228,0.332918227,0.293384969
430.0022888,0.054876566,0.130482644,0.102594294,0.328345895,0.108688109,0.273504704,0.380059719,0.211599425,0.161338985,0.134758756,0.306990653,0.312644392,0.336991459,0.296899289
429.0000916,0.055674881,0.132463545,0.103936009,0.333067089,0.110227376,0.277252644,0.385029346,0.21461007,0.163442493,0.136697054,0.310802549,0.316814542,0.341135085,0.300855398
427.9976807,0.05667872,0.134968609,0.105568633,0.337696761,0.111912072,0.281153262,0.390370339,0.217548266,0.165804014,0.138438851,0.314885765,0.320760608,0.345339984,0.304583967
426.9951477,0.057664398,0.137401372,0.107267663,0.342728972,0.113605276,0.285132617,0.395971119,0.220776394,0.168220654,0.140430808,0.318978578,0.324946433,0.349801272,0.308632642
425.9924316,0.058682721,0.13991116,0.109009162,0.34801048,0.115283407,0.289358825,0.401676774,0.224047095,0.170662433,0.142405331,0.323326409,0.329162061,0.354553342,0.312728643
424.989563,0.059673615,0.142237172,0.110589534,0.353065729,0.116874218,0.293441773,0.407129973,0.2270087,0.172880575,0.144188315,0.32708028,0.333286136,0.358709872,0.316455662
423.9864807,0.060732238,0.144652396,0.112304837,0.358151496,0.118417598,0.297435015,0.412573099,0.230039358,0.175249904,0.146170646,0.331189752,0.337362468,0.36294052,0.320462704
422.9832153,0.061726842,0.147095054,0.113702804,0.363273323,0.120197482,0.301577419,0.418408513,0.233183593,0.17762892,0.14814058,0.335232079,0.34151873,0.367433965,0.324436814
