Wavelength (nm),30 s,60 s,90 s,120 s,150 s,180 s,210 s,240 s,270 s,300 s,330 s,360 s,390 s,420 s,450 s,480 s,570 s,600 s
430,6.352369308,3.434652567,3.764574289,4.68969965,4.369420528,5.265841007,5.277056694,5.695588589,5.904491425,5.237649918,5.699514866,4.597112656,5.748725414,5.67180109,5.741402626,5.895576,5.913247585,6.347804546
431.0599976,7.136566639,3.426189184,3.833007097,4.797499657,4.429599285,5.455149651,5.521338463,5.980321407,6.180793762,5.68207407,5.850655079,4.807240009,6.047841549,6.132394314,6.060958385,6.35331583,6.405993462,6.797718525
431.9599915,7.539068222,3.733679295,3.935485125,5.158370972,4.605379105,5.69405365,5.858201504,6.419445992,6.529540062,6.006735325,6.191726685,5.158621788,6.639822483,6.526717186,6.416929722,6.637913227,6.828986645,7.03413105
433.0299988,8.444841385,3.829540968,4.206947327,5.548434258,4.915417194,6.0256567,6.236855984,6.644308567,6.911922932,6.297773361,6.618775845,5.534657001,7.003883839,6.83983326,6.68759346,7.102266312,7.234807968,7.486973286
433.9299927,8.856041908,4.136878014,4.271944523,5.8124547,5.075173378,6.263874054,6.389338493,7.037013531,7.320538521,6.856787682,7.313285828,5.897553444,7.481592655,7.40577507,7.285103321,7.399950981,7.612043381,7.813751698
435,9.664992332,4.366181374,4.596642017,6.041875362,5.580245018,6.66169548,6.878899574,7.672879219,7.798568726,6.984652996,7.374706268,6.134997368,7.914680004,7.751690865,7.537641525,7.745986462,8.067378998,8.336816788
436.0599976,10.66620445,4.542006493,4.929890633,6.315534592,5.762459755,7.082759857,7.234115124,8.048391342,7.944631577,7.621213436,7.902028084,6.619825363,8.351733208,7.889128208,8.293433189,8.542255402,8.645572662,9.134390831
436.9599915,11.26138496,4.68240118,5.128437996,6.708694458,5.940387726,7.296170235,7.62942028,8.352519989,8.56953907,7.953505039,8.389816284,6.94590807,8.761157036,8.627479553,8.633932114,8.721606255,9.196306229,9.631650925
438.0299988,12.1628437,5.112008572,5.265238285,6.907039165,6.468417168,7.905852795,8.120010376,8.779856682,9.074680328,8.306483269,8.824016571,7.177544117,9.286142349,9.07557106,8.964596748,9.192230225,9.539395332,9.991270065
438.9299927,13.09231186,5.285011768,5.597579479,7.40038538,6.53739357,8.076145172,8.447768211,9.189837456,9.479000092,8.647346497,8.912968636,7.355206966,9.661090851,9.60804081,9.385245323,9.759277344,10.05230427,10.39600182
440,13.82108307,5.464356899,5.803437233,7.551885128,6.772895813,8.53717804,8.565896034,9.447395325,9.712491989,8.964917183,9.674562454,7.714892387,10.02046585,9.857784271,9.810897827,10.10595798,10.23982716,10.78800106
441.0599976,15.20687294,5.747600079,6.020724297,8.075844765,7.121957302,8.845775604,9.23604393,9.990441322,10.32225132,9.37305069,9.986908913,8.268095016,10.37001324,10.29080486,10.20441437,10.42993355,10.92710972,11.38350964
441.9599915,16.20658875,6.002203465,6.201578617,8.077485085,7.316343307,9.156929016,9.483037949,10.45789433,10.44315052,9.58416748,10.26031208,8.447820663,10.79918575,10.64237404,10.62723064,11.0452652,11.09784222,11.51012039
443.0299988,17.0344696,6.34292078,6.301041603,8.304953575,7.345830441,9.432743073,9.802677155,10.93801308,10.96721363,10.0640564,10.86881638,8.523580551,11.17448711,11.09065723,10.8102026,11.5808239,11.68511677,12.39708805
443.9299927,18.1744976,6.461872578,6.506646633,8.681516647,7.784321785,9.87526989,10.27691746,11.16577339,11.19448948,10.25043392,11.1109066,8.950440407,11.60107517,11.4627161,11.35905075,11.74612331,11.94251919,12.48971367
445,19.72146988,6.782160282,6.990233898,9.130021095,8.124867439,10.3526144,10.4179821,11.42719555,11.75742054,10.72441483,11.65323067,9.339154243,11.98002625,12.15178776,11.76174068,12.38183308,12.4491539,12.93895054
446.0599976,20.98827934,7.119832039,7.140832424,9.217142105,8.466142654,10.84058571,10.92205811,11.81912518,12.34131622,11.13898659,11.93501282,9.577766418,12.50200748,12.25420094,12.36583805,12.88475609,13.10233307,13.50451279
446.9599915,22.00928116,7.647344112,7.527899265,9.641271591,8.603081703,11.03075218,11.25036049,12.53428173,12.9109726,11.76314449,12.33344173,9.906424522,12.9524622,12.70942974,12.78766537,12.86134148,13.24809837,14.05639076
448.0299988,23.56469536,8.098834991,7.657177925,10.11874294,8.809962273,11.51053429,11.80182362,12.69218159,13.14063454,12.03878307,12.78037262,10.2382679,13.60506916,13.45707035,13.21415806,13.68693161,14.00990963,14.37097836
448.9299927,25.14139938,8.425091743,7.901135921,10.45211697,9.05267334,11.76309013,12.05965042,13.18876457,13.36745167,12.42272663,13.27213383,10.42776871,13.73675442,13.73980618,13.47947598,14.02800083,14.39658451,14.92749023
450,27.00109673,8.861826897,8.358558655,10.76277351,9.637495041,12.26672363,12.54128361,13.67203712,14.06506538,12.56978798,13.74451542,11.01218414,14.45581722,14.05589485,13.87545013,14.3306818,14.91739368,15.80031967
451.0599976,28.4465313,9.680048943,8.766682625,11.13939476,9.745887756,12.80443573,12.85157394,14.22963619,14.79053974,13.17108727,14.17025375,11.07401848,14.90031147,14.36205101,14.38494301,15.00663948,15.33131695,15.80551624
451.9599915,30.58967209,10.05448341,8.919410706,11.49356461,10.35005474,12.55297184,13.23173714,14.70165825,15.04167557,13.69314289,14.33001137,11.55133915,15.43913364,14.97010136,14.73632622,15.37089443,15.59493542,16.30884743
453.0299988,32.43424225,10.70620728,9.500720024,12.02321529,10.53794765,13.27779961,13.73394108,14.71469307,15.52335548,14.00714493,14.5551672,12.00278282,15.82124805,15.39766788,15.28152561,15.9505024,16.22927094,16.90916252
453.9299927,33.93643188,11.60379791,9.788684845,12.22647095,10.67098141,13.53003502,13.80935574,15.35503387,15.82391167,14.38963413,15.20610237,12.33197308,16.00667763,15.84640694,15.44930935,16.18661118,16.590662,17.11178017
455,37.11311722,12.00626945,10.14918804,12.72219563,10.83034134,14.27678776,14.27707672,15.6989975,16.45547676,14.72658062,15.57532978,12.63627148,16.69407845,16.42588615,16.03774261,16.75178146,16.7775898,17.59895515
456.0599976,39.2808876,13.22978306,10.65799046,12.85979366,11.15848637,14.25967216,14.80516911,16.55793953,16.9083004,15.18393707,16.50976563,12.84155846,17.10961914,16.99992943,16.55516624,17.18638229,17.66658974,18.210495
456.9599915,41.15777588,14.195714,11.03856277,13.20446682,11.55464172,14.82497692,15.31318378,16.58763313,17.22011566,15.58417702,16.61709023,13.13726902,17.59466553,17.2189312,17.0557003,17.8927002,18.05565262,18.78523445
458.0299988,44.00715637,15.31839371,11.53573513,13.83789635,11.74233341,15.15706444,15.77748871,17.3050766,17.77646446,15.99412441,17.08527946,13.70153809,18.0872879,17.83115005,17.53446388,18.11567497,18.23512077,18.89195824
458.9299927,45.75832367,16.24664307,12.14871788,14.30791664,12.18445683,15.50458908,15.98061848,17.99497795,18.2342701,16.46442413,17.73652458,14.03645515,18.61521721,18.03686142,17.65862465,18.65102959,18.96751785,19.78779602
460,48.91945267,17.89701843,12.91177654,14.76460552,12.57621098,16.09799004,16.25619507,18.29969788,18.77679253,16.93581581,18.07341576,14.37913322,19.06952286,18.58255959,18.17996025,18.90486336,19.35931206,20.22182465
461.0599976,51.92284775,19.70908356,13.79992008,15.32339764,12.91656399,16.39518356,16.77740479,18.60202599,19.1885643,17.39809227,18.51978111,14.76007843,19.49152565,19.08032799,18.72688675,19.3128376,19.51221657,20.41649437
461.9599915,54.73141861,21.6273632,14.26740932,15.64389801,13.06665802,16.88256454,17.22492409,19.01384163,19.76422501,17.51081467,18.80541039,14.96710682,19.81967926,19.47755051,19.25220871,19.72288895,20.18607712,20.98913383
463.0299988,56.2137146,23.15115547,15.08608818,16.28076744,13.65412331,16.97999001,17.45520973,19.38511658,20.30547714,18.07345963,19.38290405,15.32382202,20.43180275,20.12491035,19.73476982,20.51206398,20.61070824,21.63249588
463.9299927,58.75312805,24.86878395,16.16696548,16.80136871,13.63732624,17.36680984,17.96288109,20.06821251,20.2710762,18.31715202,19.87017059,15.28589344,20.63098335,20.38858223,19.58669472,20.37639999,21.26323128,21.78107643
465,61.53162384,27.40444183,17.56386185,17.53665733,14.04686928,18.0505085,18.08250237,20.15450478,21.04331589,19.02156258,20.05686188,15.73621082,21.08873177,20.89720535,20.13370323,20.97540665,21.08418655,22.14817429
466.0599976,63.71085358,29.81543922,18.54795265,18.32011223,14.55866432,18.36015511,18.62470055,20.46218491,21.51837921,19.21001244,20.70250702,16.25662994,21.80563164,20.88461876,20.72029686,22.00002861,21.69822502,22.55054092
466.9599915,66.04241943,32.06213379,19.85231781,19.04607964,14.93015671,18.64710999,19.04677963,21.08467674,21.78209686,19.73571587,21.2244339,16.71620369,21.98482895,21.66693115,21.25605202,21.86687279,21.96776581,23.06964302
468.0299988,67.57020569,35.28178406,21.9074707,19.71264076,15.39983845,19.07261848,19.54504776,21.27318954,21.84425926,19.72179222,21.41225433,17.00938606,22.44400597,22.00397301,21.40715408,22.35523987,22.54262543,23.36294556
468.9299927,68.45755005,37.06903458,22.74079514,20.37541771,15.61074162,19.31029892,19.66622353,21.71482277,22.36929703,20.21220016,21.61634827,17.02612305,23.0088501,22.30306625,21.73711205,22.45053673,22.67319107,23.68041992
470,70.09230804,40.39513397,24.6208744,21.6159153,16.1928997,19.89677811,20.18063545,22.13046074,22.90326881,20.64544106,22.30163956,17.38808823,23.39424324,22.51236916,22.12103653,23.15000725,23.21848679,24.23243713
471.0599976,72.17554474,43.96809006,27.13778114,22.98044014,16.85991478,20.3898468,20.45076752,22.47226906,23.26895905,20.91695976,22.48264694,17.52159691,23.6582222,23.25235176,22.34204292,23.2169323,23.4921627,24.21185112
471.9599915,72.80579376,47.19937897,29.62312508,24.4535141,17.45171165,20.62530708,20.95118904,22.73553848,23.55117607,21.19967461,22.85847282,18.05575371,24.12264633,23.50056839,22.82623482,23.93049622,23.80060005,24.43432999
473.0299988,73.3974762,50.67749023,31.97623825,25.93124962,18.04144859,21.24019051,21.34476662,23.18785095,24.15294456,21.61026764,23.57502556,18.59335899,24.59237671,24.0061245,23.68559265,24.36354828,24.15875053,24.8949337
473.9299927,73.08104706,54.15705872,34.61268616,27.11851883,18.89162254,21.83596611,21.71765709,23.60375404,24.28312874,22.29246712,23.56360054,18.65074158,24.22044182,24.10606194,23.63970566,24.57110023,24.51123047,25.23322678
475,73.55128479,58.10173035,38.14806747,29.47087479,19.90802383,22.18646812,22.33174896,24.26869965,24.91760635,22.78107262,24.18543243,19.10377884,24.99472618,24.17461777,23.81117821,25.35522652,24.88244629,25.58906746
